sample_id,true_serotype,true_serogroup,dataset,benchmark
NONCBL#ERR1065741,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742596,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2681077,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089321,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202305,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930451,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878727,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089208,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797487,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13375150,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742365,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878147,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878301,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR438968,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879952,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714873,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797845,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673412,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742656,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1106726,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1430978,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090399,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090707,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR708298,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365827,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910341,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730186,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26911039,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR909013,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090377,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2853620,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR577924,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365770,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1430873,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879512,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730579,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR870018,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR984258,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742525,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065801,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931547,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR751040,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879713,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26880429,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673724,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090309,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13374860,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR633043,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR326338,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR774298,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913465,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930553,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR869972,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR979942,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796942,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680839,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796649,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR997686,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749332,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13374700,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR773923,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931648,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1795509,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1192151,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878670,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453680,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833549,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600273,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714429,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594813,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR7567965,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3270770,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796916,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714510,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730453,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594178,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930744,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797613,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR845752,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1540798,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714590,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789465,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR505742,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089538,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931839,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065563,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834030,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930807,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600318,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453320,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR884443,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680693,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1422453,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1540770,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667450,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878232,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR505909,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1214694,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667086,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR516691,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26880111,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR869995,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR331192,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714106,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600421,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089390,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879975,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26790065,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089297,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR7567837,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR909216,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202609,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910266,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833963,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878745,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090840,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2681076,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1214531,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2668105,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26672988,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1106689,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600475,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR884638,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR869826,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913494,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365069,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600198,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749336,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834454,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742373,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797325,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089654,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742348,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR338221,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3227792,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090321,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714472,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26818711,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730200,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065425,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667100,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR750835,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680878,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714484,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR331478,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR506035,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26883979,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833741,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834338,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834455,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26595069,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594671,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1288813,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR326593,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2853698,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365661,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1430836,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1191860,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834191,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR980272,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3303292,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR9796517,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600121,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13374899,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931213,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730259,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673099,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3655377,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796608,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26911123,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26817722,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714686,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR7567976,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834465,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1540828,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26877880,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730275,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833839,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1788159,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453540,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR568473,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730571,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1106795,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600209,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065153,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453818,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202570,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1422353,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065821,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26877990,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26911134,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR568616,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673296,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931297,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594182,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2612083,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930303,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913411,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789501,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1422579,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3303206,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR326573,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26877800,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797744,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR438962,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR925308,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR909125,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR900714,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878007,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834175,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910316,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834106,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453619,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714372,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913297,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796762,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789722,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1788122,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365978,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366142,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594223,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749569,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913305,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1430860,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365721,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680997,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26817712,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834335,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR425499,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878408,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR516639,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR997658,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090735,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR5104402,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884236,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2681098,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913094,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742334,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1540766,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR774583,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR876456,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR774609,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884380,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26877751,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796724,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667395,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR979886,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13374904,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667590,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833555,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3796859,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2091154,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202270,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26594938,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR586406,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202105,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365693,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930362,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365882,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879693,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26911156,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26911126,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366065,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749708,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2091090,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26714974,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878634,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090693,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797537,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR3303196,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2091107,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930537,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365952,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089761,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089478,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26833701,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749649,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1191954,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730340,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR925312,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202296,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680936,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797874,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13375139,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR876452,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884599,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2667347,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR925203,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065940,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR9796479,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673316,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453743,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2090906,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR586402,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1106628,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1788194,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR449262,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910844,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065168,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742382,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26797158,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364614,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879953,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR925396,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR326478,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365503,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089209,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364846,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26883901,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730883,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878210,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26595154,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930953,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26818459,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878409,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR742710,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR326583,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26818135,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931108,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR909046,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR876472,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365562,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR884539,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789490,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR773894,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26910794,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1795495,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453513,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2091097,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26817853,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR869962,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1658071,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365845,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR714629,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879547,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26930797,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089335,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13374886,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26878239,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2853618,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879479,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749841,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2680645,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789507,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR8481693,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26749392,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730846,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26880019,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR600136,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13365489,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26877980,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884543,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR774523,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR425520,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26931409,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1453383,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13366107,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR730206,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26789974,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR13364565,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR774149,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR913158,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26884649,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26879444,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26834485,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1202080,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR2089956,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26818052,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#ERR1065831,NON-CBL,NON-CBL,Training,GPS benchmark
NONCBL#SRR26673475,NON-CBL,NON-CBL,Training,GPS benchmark
