sample_id,true_serotype,true_serogroup,ALLCAPS,ProkBERT,benchmark
SRR26931655,8,8,8,8,GPS benchmark
ERR3795702,14,14,14,14,GPS benchmark
ERR714588,6A,6,6A,6A,GPS benchmark
SRR26714200,8,8,8,8,GPS benchmark
ERR908982,11A,11,11A,11A,GPS benchmark
ERR2090810,9N,9,9N,9N,GPS benchmark
SRR26789731,22F,22,22F,22F,GPS benchmark
ERR3899318,14,14,14,14,GPS benchmark
ERR331426,1,1,1,1,GPS benchmark
ERR7568074,17F,17,17F,17F,GPS benchmark
ERR13366147,23A,23,23A,23A,GPS benchmark
SRR26878712,9N,9,9N,9N,GPS benchmark
ERR714502,1,1,1,1,GPS benchmark
ERR1658119,10F,10,10F,10F,GPS benchmark
SRR26878716,7F,7,7F,7F,GPS benchmark
ERR2667608,18A,18,18A,18A,GPS benchmark
ERR326410,6B,6,6B,48,GPS benchmark
ERR774513,23F,23,23F,23F,GPS benchmark
ERR4289095,10A,10,10A,10A,GPS benchmark
ERR1192001,19A,19,19A,19A,GPS benchmark
SRR26878141,10A,10,10A,10A,GPS benchmark
SRR26911125,35B,35,35B,35B,GPS benchmark
SRR26817906,34,34,34,34,GPS benchmark
SRR26714115,3,3,3,3,GPS benchmark
ERR1788572,14,14,14,14,GPS benchmark
SRR26789902,8,8,8,8,GPS benchmark
ERR1540763,19F,19,19F,19F,GPS benchmark
ERR2089666,1,1,1,1,GPS benchmark
SRR26910294,15A,15,15A,15A,GPS benchmark
SRR26790008,8,8,8,8,GPS benchmark
SRR26879869,22F,22,22F,22F,GPS benchmark
ERR13374949,9N,9,9N,9N,GPS benchmark
ERR3899228,23F,23,23F,23F,GPS benchmark
ERR1422687,21,21,21,21,GPS benchmark
ERR319357,6B,6,6B,19A,GPS benchmark
ERR2853541,19A,19,19A,19A,GPS benchmark
ERR774484,33F,33,33F,33F,GPS benchmark
ERR2612092,1,1,1,1,GPS benchmark
ERR774490,31,31,31,31,GPS benchmark
SRR26594716,8,8,8,8,GPS benchmark
SRR26879942,8,8,8,8,GPS benchmark
SRR26797565,8,8,8,8,GPS benchmark
ERR3164413,14,14,14,14,GPS benchmark
ERR13364589,19F,19,6B,6B,GPS benchmark
ERR1422460,11A,11,11A,11A,GPS benchmark
SRR26789910,9N,9,9N,9N,GPS benchmark
ERR773853,35B,35,35B,35D,GPS benchmark
ERR714352,1,1,1,1,GPS benchmark
SRR26594797,23A,23,23A,23A,GPS benchmark
SRR26673498,8,8,8,8,GPS benchmark
ERR1756434,19A,19,19A,19A,GPS benchmark
SRR26931844,35B,35,35B,35B,GPS benchmark
SRR26879825,8,8,8,8,GPS benchmark
ERR600467,23F,23,23F,23F,GPS benchmark
ERR2612104,4,4,4,4,GPS benchmark
SRR26790189,3,3,3,3,GPS benchmark
SRR26797525,13,13,13,13,GPS benchmark
ERR2853418,19A,19,19A,19A,GPS benchmark
ERR13365166,22F,22,22F,22F,GPS benchmark
ERR2090112,19F,19,19F,19F,GPS benchmark
SRR26833924,20B,20,20B,20B,GPS benchmark
ERR750953,6B,6,6B,6E,GPS benchmark
ERR13366189,14,14,14,14,GPS benchmark
ERR425500,14,14,14,14,GPS benchmark
SRR26594942,17F,17,17F,17F,GPS benchmark
ERR742867,14,14,14,14,GPS benchmark
SRR26715058,11A,11,11A,11C,GPS benchmark
ERR662433,35B,35,35B,35D,GPS benchmark
SRR26714987,8,8,8,8,GPS benchmark
ERR3796644,24F,24,24F,24F,GPS benchmark
ERR490752,5,5,5,5,GPS benchmark
SRR26749372,31,31,31,31,GPS benchmark
ERR13365407,19A,19,19A,7F,GPS benchmark
SRR26594615,9N,9,9N,9N,GPS benchmark
ERR13374900,9N,9,9N,9N,GPS benchmark
SRR26910223,9N,9,9N,9N,GPS benchmark
ERR1202097,5,5,5,5,GPS benchmark
SRR26883878,8,8,8,8,GPS benchmark
SRR26931562,23B,23,23B,23B,GPS benchmark
SRR26818216,8,8,8,8,GPS benchmark
SRR26910929,17F,17,17F,17F,GPS benchmark
SRR26834461,27,27,27,27,GPS benchmark
SRR26595059,6E,6,6B,6E,GPS benchmark
ERR884498,19F,19,19F,19F,GPS benchmark
ERR1453358,19F,19,19F,19F,GPS benchmark
SRR26714828,8,8,8,8,GPS benchmark
SRR26878497,8,8,8,8,GPS benchmark
SRR26714309,22F,22,22F,22F,GPS benchmark
ERR1192016,6B,6,6B,6E,GPS benchmark
ERR925347,10A,10,10A,10A,GPS benchmark
ERR2091025,14,14,14,14,GPS benchmark
ERR2089820,9V,9,9V,9V,GPS benchmark
ERR730452,23A,23,23A,23A,GPS benchmark
ERR714643,33D,33,33D,33D,GPS benchmark
SRR26818626,8,8,8,8,GPS benchmark
ERR1065250,15A,15,15A,15A,GPS benchmark
SRR26817749,23B,23,23B,23B,GPS benchmark
ERR3227802,33F,33,33F,33F,GPS benchmark
ERR1066042,7C,7,40,19A,GPS benchmark
SRR26797228,22F,22,22F,22F,GPS benchmark
ERR1214586,23A,23,23A,23A,GPS benchmark
ERR13364818,19A,19,19A,19A,GPS benchmark
SRR26797389,19A,19,19A,19A,GPS benchmark
ERR714691,9V,9,9V,9V,GPS benchmark
ERR326343,6B,6,6B,23F,GPS benchmark
ERR8481746,15B,15,15B,15B,GPS benchmark
SRR26833659,15B,15,15B,15B,GPS benchmark
SRR26673130,33F,33,33F,33F,GPS benchmark
ERR1066349,16F,16,16F,16F,GPS benchmark
SRR26931001,3,3,3,3,GPS benchmark
ERR2089706,19A,19,19A,19A,GPS benchmark
ERR316715,23F,23,23F,23F,GPS benchmark
SRR26880112,23A,23,23A,23A,GPS benchmark
ERR2853566,19A,19,19A,19A,GPS benchmark
SRR26749962,6E,6,19A,25F,GPS benchmark
ERR2667827,6B,6,6B,6E,GPS benchmark
SRR26797315,23A,23,23A,23A,GPS benchmark
ERR1799729,23F,23,23F,23F,GPS benchmark
SRR26931049,7C,7,7C,7C,GPS benchmark
SRR26930991,3,3,3,3,GPS benchmark
ERR1795498,9N,9,9N,9N,GPS benchmark
ERR13364892,22F,22,22F,22F,GPS benchmark
ERR997574,34,34,34,34,GPS benchmark
SRR26672946,22F,22,22F,22F,GPS benchmark
ERR984293,34,34,34,34,GPS benchmark
SRR26878200,8,8,8,8,GPS benchmark
ERR742417,14,14,14,14,GPS benchmark
SRR26818180,35F,35,35F,35F,GPS benchmark
ERR884406,19A,19,19A,19A,GPS benchmark
ERR632952,18A,18,18A,18A,GPS benchmark
ERR505858,35B,35,35B,35B,GPS benchmark
ERR1106712,10A,10,10A,37,GPS benchmark
SRR26673150,8,8,8,11C,GPS benchmark
ERR2089912,9V,9,9V,9V,GPS benchmark
ERR2091010,15A,15,15A,15A,GPS benchmark
ERR2667170,5,5,5,5,GPS benchmark
SRR26884249,8,8,8,8,GPS benchmark
SRR26930766,12F,12,12F,12F,GPS benchmark
SRR26833977,19F,19,19F,19F,GPS benchmark
SRR26817945,19A,19,19A,19A,GPS benchmark
SRR26595025,19A,19,19A,19A,GPS benchmark
ERR8481546,13,13,13,13,GPS benchmark
ERR925380,19F,19,19F,19F,GPS benchmark
ERR925216,35B,35,35B,35B,GPS benchmark
ERR1422412,19A,19,19A,19A,GPS benchmark
ERR701827,11A,11,11A,11E,GPS benchmark
ERR2089348,19A,19,19A,33D,GPS benchmark
SRR26749502,22F,22,22F,22F,GPS benchmark
SRR26884243,19A,19,19A,19A,GPS benchmark
SRR26790176,8,8,8,8,GPS benchmark
SRR26714337,34,34,34,34,GPS benchmark
ERR13364897,14,14,14,14,GPS benchmark
ERR505545,19F,19,19F,19F,GPS benchmark
SRR26883766,7F,7,7F,7F,GPS benchmark
SRR26877862,31,31,31,31,GPS benchmark
SRR26789335,11A,11,11A,11E,GPS benchmark
SRR26673254,22F,22,22F,22F,GPS benchmark
ERR340889,7F,7,7F,7F,GPS benchmark
ERR4289090,14,14,14,14,GPS benchmark
ERR751057,19F,19,19F,19F,GPS benchmark
ERR2668144,4,4,4,9V,GPS benchmark
ERR714460,6B,6,6B,6B,GPS benchmark
ERR876760,1,1,1,1,GPS benchmark
ERR714628,1,1,1,1,GPS benchmark
ERR1065829,16F,16,16F,16F,GPS benchmark
SRR26931743,8,8,8,8,GPS benchmark
ERR1065335,19A,19,19A,19A,GPS benchmark
ERR13374619,5,5,5,5,GPS benchmark
ERR751179,19A,19,19A,19A,GPS benchmark
SRR26878223,16F,16,16F,16F,GPS benchmark
ERR8481717,3,3,3,3,GPS benchmark
ERR2680651,19F,19,19F,19F,GPS benchmark
SRR26884686,33F,33,33F,33F,GPS benchmark
ERR1214461,11A,11,11A,11,GPS benchmark
ERR925322,19F,19,14,9V,GPS benchmark
ERR2680876,6B,6,6B,6E,GPS benchmark
ERR730699,6B,6,6B,6B,GPS benchmark
ERR326758,3,3,3,3,GPS benchmark
ERR774108,12F,12,12F,25F,GPS benchmark
SRR26818538,16F,16,16F,4,GPS benchmark
SRR26910932,17F,17,17F,17F,GPS benchmark
SRR26797388,15A,15,15A,15A,GPS benchmark
ERR913527,19F,19,19F,19F,GPS benchmark
ERR845787,16F,16,16F,16F,GPS benchmark
ERR1202164,11A,11,11A,11E,GPS benchmark
ERR1192025,14,14,14,14,GPS benchmark
SRR26714500,3,3,3,3,GPS benchmark
ERR13364440,22F,22,22F,22F,GPS benchmark
SRR26714243,19F,19,19F,19F,GPS benchmark
SRR26880154,19F,19,19F,19F,GPS benchmark
ERR909335,28F,28,28F,28F,GPS benchmark
SRR26594540,8,8,8,8,GPS benchmark
ERR2090708,22F,22,22F,22F,GPS benchmark
ERR1453439,35B,35,35B,35B,GPS benchmark
ERR2681236,35A,35,35A,35A,GPS benchmark
SRR26931038,8,8,8,8,GPS benchmark
ERR774370,23F,23,23F,23F,GPS benchmark
ERR3831133,24F,24,24F,24F,GPS benchmark
SRR26883966,8,8,8,8,GPS benchmark
ERR884518,19A,19,19A,19A,GPS benchmark
SRR26594188,3,3,3,3,GPS benchmark
ERR3303457,23A,23,23A,23A,GPS benchmark
SRR26797864,7F,7,7F,7F,GPS benchmark
ERR2681184,6B,6,6B,6E,GPS benchmark
SRR26834414,3,3,3,3,GPS benchmark
ERR2667442,19A,19,19A,19A,GPS benchmark
ERR2667933,19A,19,19A,19A,GPS benchmark
ERR13364800,22F,22,22F,22F,GPS benchmark
ERR13365735,7F,7,7F,7F,GPS benchmark
ERR505500,19F,19,19F,19F,GPS benchmark
SRR26833780,8,8,8,8,GPS benchmark
ERR1202223,13,13,13,13,GPS benchmark
ERR730254,14,14,14,14,GPS benchmark
ERR13374972,17F,17,17F,17F,GPS benchmark
SRR26750097,15A,15,15A,15A,GPS benchmark
ERR3655311,3,3,3,3,GPS benchmark
ERR909126,19F,19,19F,19F,GPS benchmark
ERR1191969,19F,19,19F,19F,GPS benchmark
SRR26880095,16F,16,16F,4,GPS benchmark
ERR773948,5,5,5,5,GPS benchmark
ERR751060,5,5,5,5,GPS benchmark
ERR1214553,14,14,10A,21,GPS benchmark
ERR909161,19F,19,19F,19F,GPS benchmark
SRR26790089,9N,9,9N,9N,GPS benchmark
SRR26672752,12F,12,12F,12F,GPS benchmark
SRR26910430,9N,9,9N,9N,GPS benchmark
ERR1453350,34,34,34,34,GPS benchmark
SRR26878102,15A,15,15A,15A,GPS benchmark
ERR2090170,13,13,13,13,GPS benchmark
ERR876561,9V,9,9V,9V,GPS benchmark
ERR10419733,19A,19,19A,19A,GPS benchmark
ERR8481845,15A,15,15A,15A,GPS benchmark
ERR3899326,23F,23,23F,23F,GPS benchmark
SRR26931888,8,8,8,8,GPS benchmark
SRR26880065,6C,6,6C,6D,GPS benchmark
SRR26884505,19A,19,19A,19A,GPS benchmark
SRR26672920,8,8,8,8,GPS benchmark
ERR876673,3,3,3,3,GPS benchmark
ERR876709,2,2,2,2,GPS benchmark
ERR870263,11B,11,11B,11B,GPS benchmark
SRR26595042,8,8,8,8,GPS benchmark
ERR701840,18F,18,18F,18F,GPS benchmark
ERR2089694,17F,17,17F,17F,GPS benchmark
ERR1453395,17F,17,17F,17F,GPS benchmark
SRR26797671,23B,23,23B,23B,GPS benchmark
SRR26797139,8,8,8,8,GPS benchmark
ERR433862,19F,19,19F,19F,GPS benchmark
SRR26714864,15B,15,15A,15B,GPS benchmark
ERR870311,2,2,2,2,GPS benchmark
ERR751045,6A,6,6A,6A,GPS benchmark
ERR2089925,8,8,8,8,GPS benchmark
ERR1065315,20A,20,20A,20A,GPS benchmark
ERR326492,6B,6,6B,23F,GPS benchmark
ERR1065288,35F,35,35F,35F,GPS benchmark
ERR2089417,38,38,38,25A,GPS benchmark
ERR1065394,16F,16,16F,16F,GPS benchmark
SRR26818530,22F,22,22F,22F,GPS benchmark
ERR2090965,1,1,1,1,GPS benchmark
ERR870271,14,14,14,14,GPS benchmark
ERR13365490,19F,19,19F,19F,GPS benchmark
SRR26715040,19A,19,19A,19A,GPS benchmark
ERR3796895,24F,24,24F,24F,GPS benchmark
ERR1065797,12F,12,12F,12B,GPS benchmark
ERR8481636,15C,15,15C,15C,GPS benchmark
ERR13365042,33F,33,33F,33F,GPS benchmark
SRR26878628,9N,9,9N,9N,GPS benchmark
ERR2090870,4,4,4,4,GPS benchmark
ERR13365138,19F,19,19F,19F,GPS benchmark
ERR490793,19F,19,19F,9V,GPS benchmark
ERR1422405,5,5,5,5,GPS benchmark
SRR26834519,8,8,8,8,GPS benchmark
SRR26797125,9N,9,9N,9N,GPS benchmark
SRR26884163,7C,7,7C,7C,GPS benchmark
ERR2853642,19A,19,19A,19A,GPS benchmark
SRR26797919,10A,10,10A,10A,GPS benchmark
ERR997489,18C,18,18C,18C,GPS benchmark
